Name,Categories,Address,City,State,Postcode,Phone,Fax,Latitude,Longitude,Employees,Established,ABN_Status,ABN,ABN_Name,Accuracy,ABN_2,ACN
PE4K Forest Hill,Child Care Centres,58 Allonby Ave,Forest Hill,NSW,2651,(02) 6922 7293,,-35.147397,147.463519,,,,,,,,
PE4K Childcare Ashmont,Child Care Centres,117 Ashmont Ave,Ashmont,NSW,2650,(02) 6971 2111,,-35.122603,147.327851,,,,,,,,
PCYC Vacation Care,Child Care Centres,Pcyc Youth Ave,Burnside,QLD,4560,(07) 5441 2915,,-26.634359,152.952427,,,,,,,,
Paynesville Child Care,Child Care Centres,100 Langford Parade,Paynesville,VIC,3880,(03) 5156 0487,,-37.909984,147.721958,,,,,,,,
Pathways Early Childhood Intervention Inc,Child Care Centres,Lot 9/ Yabsley Ave,Marrickville,NSW,2204,(02) 9572 8840,,-33.90692,151.15511,,,,,,,,
Parramatta Preschool And Long Day Care,Child Care Centres,56 Iron St,North Parramatta,NSW,2151,(02) 9630 1055,,-33.794304,151.00468,,,,,,,,
Parramatta FDC,Child Care Centres,157 Targo Rd,Girraween,NSW,2145,(02) 9688 4566,,-33.79754,150.95206,,,,,,,,
Parramatta City Pre-School & Child Care Centre,Child Care Centres,198 - 200 Pennant St,North Parramatta,NSW,2151,(02) 9630 4511,,-33.80327,151.02358,,,,,,,,
Parklands Child Care Centre,Child Care Centres,Lot 4 Townson Ave,Leumeah,NSW,2560,(02) 9603 2291,,-34.047545,150.844242,,,,,,,,
Park St Child Care & Kindergarten Co-Op Ltd,Child Care Centres,785 Park St,Brunswick,VIC,3056,(03) 9387 6147,,-37.77703,144.954592,,,,,,,,
Park Beach - Early Learning Centre,Child Care Centres,45 Park Beach Rd,Coffs Harbour,NSW,2450,(02) 6650 0280,,-30.284849,153.130428,1-Oct,2008,,,,,,
Parfrey Rd Early Childhood Education & Care Centre,Child Care Centres,190 Parfrey Rd,Rochedale South,QLD,4123,(07) 3841 1527,,-27.60602,153.13752,,,,,,,,
Parents Victoria Inc.,Child Care Centres,56 Brunswick Rd,Brunswick,VIC,3055,(03) 9380 2158,,-37.778592,144.973124,,,,,,,,
Parents & Babies Unit,Child Care Centres,Poole St,Albury,NSW,2640,(02) 6042 1446,,-36.070055,146.91406,,,,,,,,
Paramatta Child Care Centre,Child Care Centres,56 Iron St,North Parramatta,NSW,2151,(02) 9630 0045,,-33.794304,151.00468,,,,,,,,
Papilio Early Learning North Strathfield Orange,Child Care Centres,27-29 George St,North Strathfield,NSW,2137,(02) 8757 3731,,-33.851546,151.085592,,,,,,,,
Papilio Early Learning North Strathfield Blue,Child Care Centres,13 George St,North Strathfield,NSW,2137,(02) 9746 5311,,-33.860466,151.087617,,,,,,,,
Panton Hill After School Care Program,Child Care Centres,Main Rd,Panton Hill,VIC,3759,(03) 9719 7329,,-37.636204,145.198886,,,,,,,,
Panorama Early Learning Family Day Care,Child Care Centres,95 Atlantic Blv,Glenfield,NSW,2167,0451 131 620,,-33.962905,150.891345,,,,,,,,
Panda's Child Care Centre,Child Care Centres,25 Avocado Street,Elanora,QLD,4221,(07) 5533 9588,,-28.128648,153.449895,1-Oct,,,,,,38 107 303 417,107 303 417
Pan Pacific Age Care,Child Care Centres,1 Alma Ave,Campsie,NSW,2194,(02) 9789 3855,,-33.911702,151.093243,,,,,,,,
Palm King Long Day Care,Child Care Centres,7 O'Connell Ave,Matraville,NSW,2036,(02) 9311 0044,,-33.953725,151.236496,,,,,,,,
Paisley Park Early Learning Centre Sale,Child Care Centres,18 McCole St,Sale,VIC,3850,1800 724 753,,-38.096665,147.073938,,,,,,,95 961 713 452,
Paisley Park Early Learning Centre Randwick,Child Care Centres,130 Belmore Rd,Randwick,NSW,2031,1800 724 753,,-33.916195,151.240206,,,,,,,95 961 713 452,
Paisley Park Early Learning Centre Chadstone,Child Care Centres,1350 Dandenong Rd,Hughesdale,VIC,3166,1800 724 753,,-37.891179,145.082823,,,,,,,95 961 713 452,
Paisley Park Early Learning Centre Bundoora,Child Care Centres,18-22 Main Dr,Bundoora,VIC,3083,1800 724 753,,-37.713788,145.047501,,,,,,,95 961 713 452,
Paisley Park Early Learning Centre Bundaberg,Child Care Centres,56 Searle St,Thabeban,QLD,4670,1800 724 753,,-24.914183,152.364364,,,,,,,95 961 713 452,
Paisley Park Early Learning Centre Brookvale,Child Care Centres,40 Chard Rd,Brookvale,NSW,2100,1800 724 753,,-33.763255,151.275684,,,,,,,95 961 713 452,
Paisley Park Early Learning Centre Broadford,Child Care Centres,37-39 Ferguson St,Broadford,VIC,3658,1800 724 753,,-37.207349,145.044186,,,,,,,95 961 713 452,
Paisley Park Early Learning Centre Box Hill,Child Care Centres,84 Carrington Rd,Box Hill,VIC,3128,1800 724 753,,-37.819681,145.119055,,,,,,,95 961 713 452,
Padua Kindergarten & Childcare Centre,Child Care Centres,72 Exford Dr,Mornington,VIC,3931,(03) 5976 1022,,-38.220107,145.068584,,,,,,,,
Padstow Play & Learn,Child Care Centres,41 McGirr St,Padstow,NSW,2211,(02) 9792 3490,,-33.954101,151.023809,,,,,,,,
Paddington Child Care Centre,Child Care Centres,100 Enoggera Tce,Paddington,QLD,4064,(07) 3369 0099,,-27.456818,153.001785,,,,,,,,
Oz Outdoors Pty Ltd,Child Care Centres,53 Minkara Rd,Bayview,NSW,2104,0414 717 535,,-33.652396,151.282671,,,,,,,,
Oz Education Childcare Centre,Child Care Centres,10 Downes St,Belfield,NSW,2191,(02) 9642 8540,,-33.90322,151.08492,,,,,,,,
Oz Education Childcare Centre,Child Care Centres,79 Charles St,Putney,NSW,2112,(02) 9808 5288,,-33.8227,151.10865,,,,,,,,
Oz Education Auburn Pty Ltd,Child Care Centres,115 Harrow Rd,Auburn,NSW,2144,(02) 9643 5009,,-33.862106,151.02865,,,,,,,,
Oxenford Baby and Child Care Centre,Child Care Centres,47 Riversdale Rd,Oxenford,QLD,4210,(07) 5573 0088,,-27.899225,153.306071,,,,,,,,
Oweis Computer Education Pty Ltd,Child Care Centres,15 Annesley St,Leichhardt,NSW,2040,(02) 9569 8308,,-33.879577,151.162782,,,,,,,,
Overton Lea Preschool,Child Care Centres,39- 49 Community Hub,Sydenham,VIC,3037,(03) 9390 7562,,-37.70262,144.762293,,,,,,,,
Over the Rainbow Family Day Care,Child Care Centres,Ophir St,Broadmeadows,VIC,3047,0429 967 063,,-37.691202,144.934135,,,,,,,,
Our Little Friend's Kindergarten,Child Care Centres,102 Lagoon St,Narrabeen,NSW,2101,(02) 9913 1064,,-33.707409,151.300949,,1984,,,,,,
Our Learning Steps Childcare Centre and Kindergarten,Child Care Centres,2-4 Old Wells Rd,Patterson Lakes,VIC,3197,(03) 9776 0408,,-38.07181,145.14933,,,,,,,,
Our Lady Queen of Peace Pre School,Child Care Centres,180 Old Prospect Rd,Greystanes,NSW,2145,(02) 9631 8901,,-33.818792,150.948118,,,,,,,,
Oshcare 4 Kids Unit Trust,Child Care Centres,1220 Burwood Hwy,Upper Ferntree Gully,VIC,3156,(03) 9758 6744,,-37.893922,145.310316,,,,,,,,
Oshcare 4 Kids Pty Ltd,Child Care Centres,1220 Burwood Hwy,Upper Ferntree Gully,VIC,3156,(03) 9758 6747,,-37.893922,145.310316,,,,,,,,
Ormiston Preschool & Child Care,Child Care Centres,35 Gordon St,Ormiston,QLD,4160,(07) 3286 3166,,-27.5209,153.25872,,,,,,,,
Ormiston Pre School & Child Care Centre,Child Care Centres,35 Gordon St,Ormiston,QLD,4160,(07) 3286 3166,,-27.520905,153.258723,,,,,,,,
Organi Kids. Childcare,Child Care Centres,30 Whitfield St,Bassendean,WA,6054,(08) 9279 5431,,-31.904369,115.952446,,,,,,,,
Orchard Montessori,Child Care Centres,12 Ballard Pl,Maddington,WA,6109,(08) 9493 5071,,-32.049222,116.011233,,,,,,,,
Orbost Early Education Centre,Child Care Centres,101 Forest Rd,Orbost,VIC,3888,(03) 5154 2180,,-37.699723,148.452987,,,,,,,,
Orange Occasional Child Care Cottage,Child Care Centres,85 Kite St,Orange,NSW,2800,(02) 6393 8670,,-33.28497,149.09744,,,,,,,,
Orange Emu Kindergarten,Child Care Centres,Princes Hwy,Sylvania,NSW,2224,(02) 9522 6261,,-34.007958,151.105673,,,,,,,,
Orange Courallie Park Child Care Centre,Child Care Centres,39 Kearney Dr,Orange,NSW,2800,(02) 6363 1944,,-33.26647,149.09269,,,,,,,,
Orana Gardens Childcare Centre,Child Care Centres,8 Good St,Dubbo,NSW,2830,(02) 6884 3374,,-32.25602,148.61346,,,,,,,,
Orana Gardens Child Care Centre,Child Care Centres,8 Goode St,Dubbo,NSW,2830,(02) 6884 3374,,-32.256019,148.61346,,1989,,,,,,
Orana Cres Preschool,Child Care Centres,47 Orana Crst,Taree,NSW,2430,(02) 6552 6062,,-31.890479,152.46858,,,,,,,,
Ooranga Wandarrah,Child Care Centres,187 Riverside Dr,Airds,NSW,2560,(02) 4620 0298,,-34.084608,150.833278,,,,,,,,
Oompa Loompa Land,Child Care Centres,23 George St,North Strathfield,NSW,2137,(02) 8765 1001,,-33.854503,151.086024,,,,,,,,
Online Day Care Centre,Child Care Centres,5 Millard St,Eaton,WA,6232,(08) 9725 1614,,-33.31842,115.70648,,,,,,,,
One Tree Defence Childcare Unit Cerberus,Child Care Centres,12/ 14 Cook Rd,Hmas Cerberus,VIC,3920,(03) 5983 8883,,-38.369401,145.207643,,,,,,,,
Once Upon A Time Rudolf Steiner Childrens Centre,Child Care Centres,80 Botany St,Randwick,NSW,2031,(02) 9399 5278,,-33.922048,151.235111,,,,,,,,
Old Bar Beach Childcare & Early Learning Centre,Child Care Centres,Corner Of Old Bar and Warwiba Rds,Old Bar,NSW,2430,(02) 6553 3063,,-31.961546,152.544017,1-Oct,1994,,,,,30 106 563 662,
Offspring Early Learning Chinderah,Child Care Centres,30 Naru St,Chinderah,NSW,2487,(02) 6674 5561,,-28.243224,153.551722,,,,,,,25 626 773 493,
Octopus' Garden Pre-School & Long Day Care Centre,Child Care Centres,,Narooma,NSW,2546,(02) 4476 3700,,-36.2182385,150.1323002,,,,,,,,
Ocean View Pre-School,Child Care Centres,64 Bridge St,Coniston,NSW,2500,(02) 4225 9429,,-34.437308,150.881282,,,,,,,,
Ocean Street Kindergarten,Child Care Centres,62 Ocean St,Kogarah,NSW,2217,(02) 9587 9869,,-33.970654,151.134608,,,,,,,,
Oatley Red Bear Pre School,Child Care Centres,17 Neville St,Oatley,NSW,2223,(02) 9579 5523,,-33.98449,151.08489,,,,,,,,
Oatley Out of School Hours Care Centre,Child Care Centres,Letitia St,Oatley,NSW,2223,(02) 9580 6591,,-33.980329,151.076017,,,,,,,,
Oatley Ooshcare Incorporated,Child Care Centres,Cnr Oatley Ave &amp; Neville St Oatley Ave,Oatley,NSW,2223,(02) 9570 1142,,-33.983141,151.079939,,,,,,,,
Oatlands Kindergarten,Child Care Centres,19 Rozzy Parade,Narre Warren,VIC,3805,(03) 9796 6596,,-38.005864,145.31532,,,,,,,,
Oasis Child Care Centre,Child Care Centres,10 Oasis Dr,Secret Harbour,WA,6173,(08) 9524 8882,,-32.40869,115.757907,,,,,,,,
Oakville Playschool,Child Care Centres,16 Harkness Rd,Oakville,NSW,2765,(02) 9627 2927,,-33.646512,150.877658,,,,,,,74 099 677 111,
Oakvale Early Learning,Child Care Centres,593 South St,Glenvale,QLD,4350,(07) 4633 3957,,-27.571505,151.907624,,,,,,,80 626 967 762,
Oakleigh Occasional Care Co-Operative Inc,Child Care Centres,3 Fleet St,Mt Waverley,VIC,3149,(03) 9807 0233,,-37.871395,145.136111,,,,,,,,
Oakhurst Preschool,Child Care Centres,88 Shinnick Dr,Oakhurst,NSW,2761,(02) 9835 3225,,-33.742227,150.828451,,,,,,,,
Oakhill Primary School Before & After School Care,Child Care Centres,Oakhill Dr,Castle Hill,NSW,2154,(02) 9680 9919,,-33.71674035,151.0226465,,,,,,,,
Nuwarra Child Care Centre,Child Care Centres,Cnr Maddecks Ave and Lucas Ave,Moorebank,NSW,2170,(02) 9821 3295,,-33.933984,150.952692,,,,,,,,
Nurturing Young Learners,Child Care Centres,Kelly Mews,Berwick,VIC,3806,0478 581 631,,-38.056077,145.36178,,,,,,,,
Nurture and Develop Early Childhood Centre,Child Care Centres,23 Rural Dr,Sandgate,NSW,2304,(02) 4905 0641,,-32.875728,151.710058,,2017,,,,,,
Nurseryland Early Childhood Learning Centre,Child Care Centres,29 MacNaughton St,Stafford,QLD,4053,(07) 3356 4967,,-27.409931,153.004992,,,,,,,,
Nundle CWA Pre-School,Child Care Centres,Jenkins St,Nundle,NSW,2340,(02) 6769 3188,,-31.46362,151.126799,,,,,,,,
Nulkaba Preschool,Child Care Centres,9 Ivanhoe St,Nulkaba,NSW,2325,(02) 4990 2687,,-32.811708,151.34817,,,,,,,,
Nth Albury OOSH,Child Care Centres,,Albury,NSW,2640,(02) 6058 5555,,-36.0807785,146.9164693,,,,,,,,
NSW MID NORTH COAST INCLUSION SUPPORT AGENCY,Child Care Centres,Warlters St,Port Macquarie,NSW,2444,(02) 6584 3865,,-31.429839,152.897071,,,,,,,,
NSW Board of Jewish Education (Academy BJE),Child Care Centres,56 Roscoe St,Bondi Beach,NSW,2026,(02) 9365 7900,,-33.888294,151.27199,,,,,,,,
Nought to Five Early Childhood Centre Inc.,Child Care Centres,16 Waterloo Rd,Macquarie Park,NSW,2113,(02) 9887 1974,(02) 9878 6964,-33.788229,151.131651,,1977,,,,,,
"Norwest Christian College Before School, After School & Vacation Care",Child Care Centres,Cnr Regent &amp; McCulloch St,Riverstone,NSW,2765,0414 948 141,,-33.680636,150.874978,,,,,,,,
Northside Preschool Pty Ltd,Child Care Centres,2 Whittle Ave,Balgowlah,NSW,2093,(02) 9907 9442,,-33.797335,151.252994,,,,,,,,
Northmead Redbank Early Learning Centre,Child Care Centres,2A Redbank Rd,Northmead,NSW,2152,(02) 9630 6755,,-33.79912,150.99236,,,,,,,,
Northern Villages OOSH,Child Care Centres,Jurd Park,Colo Vale,NSW,2575,(02) 4889 4974,,-34.4009419,150.4826764,,,,,,,,
Northern Sydney Supported Playgroup,Child Care Centres,"Cnr Pacific Hwy &amp; Mowbray Rd, Artarmon Nsw 2064",Chatswood,NSW,2067,(02) 9410 0174,,-33.7960783,151.1830913,,,,,,,,
Northern Suburbs Outside School Hours Care,Child Care Centres,Bulli Public School Haig Rd,Bulli,NSW,2516,(02) 4268 6520,,-34.326788,150.911996,,,,,,,,
Northern Rivers Childcare Services Inc,Child Care Centres,4 Park St,Tweed Heads,QLD,2485,(07) 5536 1865,,-28.177948,153.53794,,,,,,,,
North Sydney Family Day Care,Child Care Centres,96 Bank St,North Sydney,NSW,2060,(02) 9922 4020,,-33.838304,151.201802,,,,,,,,
North St Kilda Childrens Centre,Child Care Centres,71 Argyle St,St Kilda,VIC,3182,(03) 9209 6402,,-37.863217,144.987446,,,,,,,,
North Rocks Carlingford Casual Child Care Centre,Child Care Centres,328 North Rocks Rd,North Rocks,NSW,2151,(02) 9872 3024,,-33.76935,151.028036,,,,,,,,
North Nowra Pre-School,Child Care Centres,75 Page Ave,Nowra North,NSW,2541,(02) 4422 1584,,-34.85649,150.58102,,,,,,,,
North Newtown OOSH,Child Care Centres,50 Carillion Ave,Newtown,NSW,2042,(02) 9516 1387,,-33.89145675,151.1845229,,,,,,,,
North Mandurah Kindergarten & Pre Primary School,Child Care Centres,,Mandurah North,WA,6210,(08) 9581 2331,,-32.294669,115.705014,,,,,,,,
North Fitzroy Child Care Co-Operative Ltd,Child Care Centres,173 Clauscen St,Fitzroy North,VIC,3068,(03) 9481 1148,,-37.777681,144.985078,,,,,,,,
North Edge Child Care Centre,Child Care Centres,11 Wangoom Rd,Warrnambool,VIC,3280,(03) 4504 2180,,-38.358097,142.520042,,,,,,,,
North Bondi Kindergarten,Child Care Centres,Cnr Warners Ave and Niblick St,North Bondi,NSW,2026,(02) 9130 3194,(02) 9300 6876,-33.884433,151.271615,1-Oct,1975,,,,,,
Norfolk St Childrens Centre,Child Care Centres,22 Norfolk St,Coorparoo,QLD,4151,(07) 3847 7884,,-27.502774,153.063371,,,,,,,,
Norfolk St Childcare Centre,Child Care Centres,2 Norfolk St,Yarraville,VIC,3013,(03) 9689 9936,,-37.820275,144.892634,,,,,,,,
Nooseville Child Care Pre School Centre,Child Care Centres,Pelican Centre 90 Goodchap St,Noosaville,QLD,4566,(07) 5455 6533,,-26.407272,153.04808,,,,,,,,
Nollamara Child Care Centre,Child Care Centres,273 Amelia St,Nollamara,WA,6061,(08) 9344 7225,,-31.873769,115.838471,,,,,,,,
Noble Park Community Child Care Services Inc,Child Care Centres,18 Buckley St,Noble Park,VIC,3174,(03) 9547 6468,,-37.966935,145.17402,,,,,,,,
Noah's Mundamia Early Learning Centre,Child Care Centres,69 George Evans Rd,Mundamia,NSW,2540,(02) 4423 5022,,-34.88915,150.567365,,,,,,,,
Noah's Ark Kindergarten & Day Care Centre,Child Care Centres,230 Bayswater Rd,Currajong,QLD,4812,(07) 4779 4335,,-19.27543,146.77798,1-Oct,,,,,,45 128 216 482,128 216 482
Nirimba Community Children Centre Inc,Child Care Centres,Bldg Unit 20 Education Precinct 11 Eastern Rd,Quakers Hill,NSW,2763,(02) 9852 4077,,-33.727434,150.880523,,,,,,,,
Nippers Childcare Centre,Child Care Centres,1 Waimea Rd,Safety Bay,WA,6169,(08) 9592 9119,,-32.298154,115.713072,,,,,,,,
Nimbin Family Day Care,Child Care Centres,81 Cullen St,Nimbin,NSW,2480,(02) 6689 0142,,-28.594534,153.222939,,,,,,,,
Nido Early School Byford,Child Care Centres,"The Glades Village Centre, Gargett Lane",Byford,WA,6122,(08) 6244 2091,,-32.225062,115.989091,,,,,,,,
Nicky's Kids Town,Child Care Centres,8 - 20 Orion Rd,Lane Cove,NSW,2066,(02) 9427 9280,,-33.80712,151.14812,,,,,,,,
Nhill Early Learning Centre,Child Care Centres,57 Victoria St,Nhill,VIC,3418,(03) 5391 3369,,-36.335528,141.648907,,,,,,,,
Ngallia Child Care Centre,Child Care Centres,East St,Lidcombe,NSW,2141,(02) 9749 7575,,-33.875609,151.047264,,,,,,,,
Newtown North Before & After School Centre,Child Care Centres,Carillon Ave,Newtown,NSW,2042,(02) 9516 1387,,-33.891351,151.18555,,,,,,,,
Newmarket House Child Care Centre,Child Care Centres,Cnr Enoggera Rd &amp; Thurlow St 18 Enoggera Rd,Newmarket,QLD,4051,(07) 3352 6501,,-27.44175,153.00649,,,,,,,,
Newcastle East After School Care,Child Care Centres,48 Brown St,The Hill,NSW,2300,(02) 4929 1550,,-32.930309,151.776958,,,,,,,,
New Lambton District O.O.S.H.,Child Care Centres,St James Rd,New Lambton,NSW,2305,(02) 4957 3480,,-32.931466,151.718164,,,,,,,,
New Hope Community Centre,Child Care Centres,188 Pacific Hwy,Swansea,NSW,2281,(02) 4972 1271,,-33.090644,151.638033,,,,,,,,
New Group Training,Child Care Centres,,Tamworth,NSW,2340,(02) 6761 2784,,-31.0904743,150.9325757,,,,,,,,
New Alma Road Child Care Centre The,Child Care Centres,108 Alma Rd,Padstow,NSW,2211,(02) 9792 7145,,-33.96124,151.03079,,,,,,,,
Neverland Early Learning Centre,Child Care Centres,43 Mcclean St,Liverpool,NSW,2170,(02) 9608 8940,,-33.917769,150.907801,,,,,,,,
Neutral Bay After & Before School Care,Child Care Centres,,Neutral Bay,NSW,2089,(02) 9953 9366,,-33.8316338,151.2221423,,,,,,,,
Nerang Early Childhood Centre,Child Care Centres,76 Yarrimbah Dr,Nerang,QLD,4211,(07) 5596 5961,,-27.999753,153.303411,,,,,,,,
Nelson Bay Pre School,Child Care Centres,1 Dalton St,Nelson Bay,NSW,2315,(02) 4981 1372,,-32.722495,152.14074,,,,,,,,
Neighbourhood Early Learning Centre,Child Care Centres,336 Port Douglas Rd,Port Douglas,QLD,4877,(07) 4099 3392,,-16.51712,145.465904,,,,,,,,
Neighbourhood Early Learning Centre,Child Care Centres,10 Fairway Dr,Hatton Vale,QLD,4341,(07) 5411 4111,,-27.550734,152.482874,,,,,,,,
Neighbourhood Early Learning Centre,Child Care Centres,7 Mannington Rd,Acacia Ridge,QLD,4110,(07) 3255 6699,,-27.584616,153.025984,,,,,,,,
Neighbourhood Early Learning Centre,Child Care Centres,8 Moorefield Park Dr,West Wodonga,VIC,3690,(02) 6056 7700,,-36.11345,146.8613,,,,,,,,
Neighbourhood Early Learning Centre,Child Care Centres,18 Bank St,Wodonga,VIC,3690,(02) 6056 0260,,-36.11736,146.88754,,,,,,,,
Neighbourhood Early Learning Centre,Child Care Centres,41- 43 Mookari St,Cobram,VIC,3644,(03) 5871 2700,,-35.9168,145.65746,,,,,,,,
Neighbourhood Early Learning Centre,Child Care Centres,43 Wilson St,Katoomba,NSW,2780,(02) 4782 5195,,-33.710398,150.320801,,,,,,,,
Neighbourhood Early Learning Centre,Child Care Centres,90 Capper St,Tumut,NSW,2720,(02) 6947 6077,,-35.303041,148.221292,,,,,,,,
Neighbourhood Early Learning Centre,Child Care Centres,Cnr May and Whitton Sts,Narrandera,NSW,2700,(02) 6959 1077,,-34.740814,146.560622,,,,,,,,
Neighbourhood Early Learning Centre,Child Care Centres,20 Phoenix Dr,Tintenbar,NSW,2478,(02) 6687 8770,,-28.806316,153.498117,,,,,,,,
Neighbourhood Early Learning Centre,Child Care Centres,13 Short St,Kyogle,NSW,2474,(02) 6632 2070,,-28.62449,153.00673,,,,,,,,
Neighbourhood Early Learning Centre,Child Care Centres,41 Nandewar St,Narrabri,NSW,2390,(02) 6792 4977,,-30.32498,149.7872,,,,,,,,
Nedlands School of Early Learning,Child Care Centres,47 Carrington St,Nedlands,WA,6009,(08) 9386 3134,,-31.975382,115.79456,,,,,,,,
Naturopatic Care,Child Care Centres,109 Moora Rd,North Melbourne,VIC,3051,0422 731 477,,-37.798638,144.947516,,,,,,,,
Nature's Kids Child Care Centre,Child Care Centres,2 Edward St,Kalbar,QLD,4309,(07) 5463 9962,,-27.939647,152.640021,,2010,,,,,,
Natural Steps Pre-School,Child Care Centres,Cnr Francis and Catherine Sts,Cessnock,NSW,2325,(02) 4991 2802,,-32.84169,151.33929,,,,,,,,
National Childcare Accreditation Council Inc.,Child Care Centres,Level 9 20 Barrack St,Sydney,NSW,2000,(02) 9299 1611,,-33.867646,151.20659,,,,,,,,
National Centre For Dairy Education,Child Care Centres,49 Field St,Shepparton,VIC,3630,(03) 5822 1805,,-36.395426,145.404575,,,,,,,,
Nathalia Early Learning Centre,Child Care Centres,20 Bromley St,Nathalia,VIC,3638,(03) 5866 2088,,-36.056911,145.211706,,,,,,,,
Narraweena Multicare Childrens Centre,Child Care Centres,Narraweena Public School MacIntosh Rd,Narraweena,NSW,2099,(02) 9972 2535,,-33.749596,151.272497,,,,,,,,
Narraweena Childcare Centre,Child Care Centres,84 Mcintosh Rd,Narraweena,NSW,2099,(02) 9971 7100,,-33.749137,151.271861,,,,,,,,
Narrandera Pre-School Early Childhood Centre on Dixon Park,Child Care Centres,48-52 Elwin St,Narrandera,NSW,2700,(02) 6959 1942,,-34.741776,146.548396,,,,,,,,
Narrabeen Vacation Care,Child Care Centres,Boondah Rd,Narrabeen,NSW,2101,(02) 9913 9491,,-33.693516,151.298282,,,,,,,,
Narrabeen Early Childhood Centre,Child Care Centres,1393 Pittwater Rd,Narrabeen,NSW,2101,(02) 9970 6585,,-33.715095,151.296509,,,,,,,,
Narembeen Numbat Occasional Childcare Centre Inc,Child Care Centres,5 Churchill St,Narembeen,WA,6369,(08) 9064 7250,,-32.065653,118.395094,,,,,,,,
Nanthadet P,Child Care Centres,Rm 9 124 Renwick St,Redfern,NSW,2016,(02) 9310 3284,,-33.89417,151.20086,,,,,,,,
Nancy Vibert Child Care Centre,Child Care Centres,18 Edward St,Shepparton,VIC,3630,(03) 5832 9560,,-36.37865,145.403229,,,,,,,,
Nana Glen Pre-School Inc,Child Care Centres,13 Orara Way,Nana Glen,NSW,2450,(02) 6654 3339,,-30.131946,152.999222,,,,,,,,
Namoi Family and Youth Service/Wee Waa Toy Library,Child Care Centres,22 George St,Wee Waa,NSW,2388,(02) 6795 1025,,-30.224287,149.444451,,,,,,,,
Nambucca Heads Pre-School Playcentre Ltd,Child Care Centres,Bank St,Nambucca Heads,NSW,2448,(02) 6568 6845,,-30.643753,153.00079,,,,,,,,
Nambour Outside School Hours Care,Child Care Centres,The Gate House Coronation Ave,Nambour,QLD,4560,0417 610 537,,-26.620916,152.964691,,,,,,,,
Nambour C & K Child Care Centre,Child Care Centres,28 Windsor Rd,Burnside,QLD,4560,(07) 5441 2308,,-26.632493,152.950707,,,,,,,,
Nadia Child Minding Centre & Kindergarten,Child Care Centres,10- 12 Warrawond Dr,Berwick,VIC,3806,(03) 9705 2211,,-38.01715,145.32465,,,,,,,,
Myall Youth Community Network Centre Inc,Child Care Centres,28 Nicholson St,Dalby,QLD,4405,(07) 4662 0152,,-27.17493,151.26327,,,,,,,,
My Stepping Stones,Child Care Centres,75 Moore St,Leichhardt,NSW,2040,(02) 9572 8200,,-33.878743,151.162952,,,,,,,,
My Little Kingdom Child Care,Child Care Centres,22 Campbell Hill Rd,Chester Hill,NSW,2162,(02) 9738 8899,,-33.872945,150.999245,,,,,,,,
My Little Feet Child Care,Child Care Centres,2-4 Leopold St,Aitkenvale,QLD,4814,(07) 4725 5322,,-19.304554,146.76123,,,,,,,,
My Kidz Early Learning Centre,Child Care Centres,81 George St,Doncaster East,VIC,3109,(03) 9841 7974,(03) 9844 5991,-37.781156,145.153648,,,,,,,15 135 374 328,
My First School Child Care Centre,Child Care Centres,36 Putland St,St Marys,NSW,2760,(02) 9833 9033,,-33.771625,150.768892,,,,,,,,
Muswellbrook Out Of School Hours Care,Child Care Centres,Skellatar St,Muswellbrook,NSW,2333,(02) 6541 3205,,-32.272763,150.885143,,,,,,,,
Musgrave Road Childcare Centre.,Child Care Centres,483 Musgrave Rd,Coopers Plains,QLD,4108,(07) 3344 6624,,-27.564631,153.046704,,,,,,,,
Murilla Outside School Hours Care,Child Care Centres,73A Murilla St,Miles,QLD,4415,(07) 4627 2999,,-26.659074,150.186111,,,,,,,,
Murdoch University Child Care Centre,Child Care Centres,South St,Murdoch,WA,6150,(08) 9360 2610,,-32.064278,115.837737,,,,,,,,
Multitask Family Day Care,Child Care Centres,68 Blundell Blv,Tweed Heads South,NSW,2486,0437 600 681,,-28.199235,153.539211,,,,,,,,
Multitask Family Day Care,Child Care Centres,6 Green Park Cl,Port Macquarie,NSW,2444,(02) 6582 2143,,-31.46864,152.92937,,,,,,,,
Multicultural Communities Council Of Illawara Inc,Child Care Centres,Reddall Parade,Lake Illawarra,NSW,2528,(02) 4296 9032,,-34.538848,150.857065,,,,,,,,
Mulberry Tree Childcare Roleystone,Child Care Centres,72 Holden Rd,Roleystone,WA,6111,(08) 9496 1665,,-32.1112,116.073155,,,,,,,,
Mulberry Tree Childcare Centre Wembley,Child Care Centres,112- 114 Herdsman Parade,Wembley,WA,6014,(08) 9383 7145,,-31.931949,115.809318,,,,,,,,
Mulberry Tree Childcare Centre Karrinyup,Child Care Centres,22 Davenport St,Karrinyup,WA,6018,(08) 9446 8658,,-31.875248,115.778965,,,,,,,,
Mulberry Tree Childcare Centre Broome,Child Care Centres,69 Herbert St,Broome,WA,6725,(08) 9192 1661,,-17.964092,122.233584,,,,,,,,
Mulberry Tree Childcare & Kindy,Child Care Centres,101 Sanderling Dr,Broome,WA,6725,(08) 9192 7444,,-17.938528,122.233156,,,,,,,,
Mulberry Child Care Centre.,Child Care Centres,106 Cemetery Rd,Raceview,QLD,4305,(07) 3812 1661,,-27.632973,152.775494,,,,,,,,
