Category,Name,Address,Suburb,State,Postcode,CombinedAddress,Latitude,Longitude,Fax,Email,Website,Staff,Established,ABN,ABN_Status,ABN_Type,ABN_Accuracy
Religious Organisations,Presbyterian Church Blaxland,1 5A Wilson Way St,Blaxland,NSW,2774,1 5A Wilson Way St.Blaxland.NSW.2774,-33.7418564,150.6085974,,,,,,88 014 202 128,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Queensland Christian Soccer Association,Brittain Park,Coopers Plains,QLD,4108,Brittain Park.Coopers Plains.QLD.4108,-27.5689028,153.0467691,,,http://www.qcsa.org.au,,,37 969 193 568,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Queensland Mailbox Bible Club,131 Leybourne St,Chelmer,QLD,4068,131 Leybourne St.Chelmer.QLD.4068,-27.5166258,152.9839699,,,,,,95 421 049 456,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Red Shield Defence Services,29 Falcon Crst,Condon,QLD,4815,29 Falcon Crst.Condon.QLD.4815,-19.3365309,146.7221436,,,,,,57 507 607 457,Active,DGR Name (Historic),25% ABN Accuracy
Religious Organisations,Red Shield Defence Services,51 Frank St,Kirwan,QLD,4817,51 Frank St.Kirwan.QLD.4817,-19.2912338,146.7418652,,,,,,57 507 607 457,Active,DGR Name (Historic),25% ABN Accuracy
Religious Organisations,Redemptorist Mission Team,24 Garden St,Kogarah,NSW,2217,24 Garden St.Kogarah.NSW.2217,-33.97153,151.13104,,,,,,23 152 266 720,Active,Trading Name (Historic),25% ABN Accuracy
Religious Organisations,Religious Society Of Friends (Quakers),1 Bailey St,Repton,NSW,2454,1 Bailey St.Repton.NSW.2454,-30.4381527,153.0223233,,,,,,16 036 715 933,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Revival Centres Of Aust,130 Excelsior St,Merrylands,NSW,2160,130 Excelsior St.Merrylands.NSW.2160,-33.8485153,151.0013654,,,,,,82 413 449 427,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Ruach Ministries,"Level 1, Seaforth Baptist Church, Cnr McMillian St and Frenchs Forest Rd",Seaforth,NSW,2092,"Level 1, Seaforth Baptist Church, Cnr McMillian St and Frenchs Forest Rd.Seaforth.NSW.2092",-33.7944447,151.25023,,,http://www.ruach.org.au,,,40 050 612 336,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Scripture Union Australia,14/ 13 Gibbens Rd,Gosford West,NSW,2250,14/ 13 Gibbens Rd.Gosford West.NSW.2250,-33.4142234,151.3211577,,,http://www.scriptureunion.org.au,,,53 681 642 927,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Selected Messages,36 Kastelan St,Blacktown,NSW,2148,36 Kastelan St.Blacktown.NSW.2148,-33.7772165,150.8867883,,,,,,44 123 751 315,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Shalom House of Prayer,Collins St,Carcoar,NSW,2791,Collins St.Carcoar.NSW.2791,-33.6094242,149.1413485,,,,,,86 370 010 355,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Society Of Christian Doctrine,3 Bunyala St,Carss Park,NSW,2221,3 Bunyala St.Carss Park.NSW.2221,-33.9849008,151.1145676,,,,,,16 479 430 975,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Society Of Friends (Quakers),54 Addison Rd,New Lambton,NSW,2305,54 Addison Rd.New Lambton.NSW.2305,-32.9274663,151.7077354,,,,,,16 036 715 933,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Southport Gospel Chapel,10 Marine Parade,Southport,QLD,4215,10 Marine Parade.Southport.QLD.4215,-27.9711103,153.4171741,,,,,,35 591 388 477,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Spearhead International Fivefold Ministry Networking Inc,Cnr Argyle and O'Connell Sts,Parramatta,NSW,2150,Cnr Argyle and O'Connell Sts.Parramatta.NSW.2150,-33.8160961,150.9993076,,,,,,80 360 394 802,Active,Entity Name (Historic),25% ABN Accuracy
Religious Organisations,Spirited Consulting,,Castle Hill,NSW,2154,.Castle Hill.NSW.2154,-33.7270691,150.9947439,,,,,,31 086 217 941,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Sri Venkateswara Temple,Temple Rd,Helensburgh,NSW,2508,Temple Rd.Helensburgh.NSW.2508,-34.2094464,150.975906,,,,,,51 421 660 604,Active,Entity Name,25% ABN Accuracy
Religious Organisations,St Ninian's Uniting Church,150 Brigalow St,Lyneham,ACT,2602,150 Brigalow St.Lyneham.ACT.2602,-35.2482235,149.1280356,,,http://www.stninians.org.au,,1977,28 946 281 350,Active,Entity Name (Historic),25% ABN Accuracy
Religious Organisations,Stanley River Valley Community Church,115 Archer St,Woodford,QLD,4514,115 Archer St.Woodford.QLD.4514,-26.9550303,152.7785731,,,,,,74 572 168 071,Active,Trading Name,25% ABN Accuracy
Religious Organisations,Summit Lighthouse,191 Dornoch Tce,Highgate Hill,QLD,4101,191 Dornoch Tce.Highgate Hill.QLD.4101,-27.4876442,153.0182761,,,,,,58 272 941 331,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Terrace Christian Church,80 Benjamin Lee Dr,Raymond Terrace,NSW,2324,80 Benjamin Lee Dr.Raymond Terrace.NSW.2324,-32.7605609,151.7742926,,,http://www.terracechristianchurch.com,,,12 576 873 045,Active,Trading Name,25% ABN Accuracy
Religious Organisations,The Catholic Development Fund,Lake St,Cairns,QLD,4870,Lake St.Cairns.QLD.4870,-16.91228,145.7675036,,,,,,36 939 424 395,Active,Entity Name,25% ABN Accuracy
Religious Organisations,The Christian Community In Australia,170 Beattie St,Balmain,NSW,2041,170 Beattie St.Balmain.NSW.2041,-33.8600155,151.1737985,,,,,,26 763 239 376,Active,Entity Name (Historic),25% ABN Accuracy
Religious Organisations,The Exodus Foundation,180 Liverpool Rd,Ashfield,NSW,2131,180 Liverpool Rd.Ashfield.NSW.2131,-33.8903326,151.127235,,,,,,47 342 342 713,Active,Entity Name,25% ABN Accuracy
Religious Organisations,The Far North Buddhist Association Inc,14 Bolwarra Cl,Redlynch,QLD,4870,14 Bolwarra Cl.Redlynch.QLD.4870,-16.9028006,145.6923242,,,,,,71 704 334 526,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Theosophical Society In Australia,484 Kent St,Sydney,NSW,2000,484 Kent St.Sydney.NSW.2000,-33.8745911,151.2055542,,,,,,89 922 774 327,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Tinana Christian Fellowship,115 Gympie Rd,Tinana,QLD,4650,115 Gympie Rd.Tinana.QLD.4650,-25.550432,152.6774216,,,,,,62 249 615 163,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Uniting Church In Australia,1 Queens Ave,Cardiff,NSW,2285,1 Queens Ave.Cardiff.NSW.2285,-32.9453752,151.6588961,,,,,,63 415 761 601,Active,Entity Name (Historic),25% ABN Accuracy
Religious Organisations,Uniting Church In Australia,10 Stockton St,Morisset,NSW,2264,10 Stockton St.Morisset.NSW.2264,-33.1054211,151.4790897,,,,,,63 415 761 601,Active,Entity Name (Historic),25% ABN Accuracy
Religious Organisations,Unity School Of Christianity,14 Lockhart St,Woolloongabba,QLD,4102,14 Lockhart St.Woolloongabba.QLD.4102,-27.4893787,153.0290381,,,,,,79 009 836 819,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Walk Thru The Bible Ministries,36 Georges Crst,Georges Hall,NSW,2198,36 Georges Crst.Georges Hall.NSW.2198,-33.9124073,150.9819444,,,,,,20 241 615 759,Active,Entity Name (Historic),25% ABN Accuracy
Religious Organisations,Warringah Church Of Christ (Non Denominational),Cnr Park Bennett St,Curl Curl,NSW,2096,Cnr Park Bennett St.Curl Curl.NSW.2096,-33.7690007,151.2844786,,,,,,57 809 399 072,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Wishart Christian Village Association Inc,Unit 30/ 3 Erindale Cl,Wishart,QLD,4122,Unit 30/ 3 Erindale Cl.Wishart.QLD.4122,-27.550061,153.1033987,,,,,,67 089 024 936,Active,Entity Name,25% ABN Accuracy
Religious Organisations,Youth Ministries,125 New Line Rd,Cherrybrook,NSW,2126,125 New Line Rd.Cherrybrook.NSW.2126,-33.7325547,151.0433849,,,,,,59 962 540 635,Active,Other Name (Historic),25% ABN Accuracy
Religious Organisations,Asian Outreach Australia,,Castle Cove,NSW,2069,.Castle Cove.NSW.2069,-33.7874727,151.2112292,,,,,,94 689 468 278,Cancelled,Entity Name,25% ABN Accuracy
Religious Organisations,Bread Of Life Ministries,10-12 Dundas Crt West,Phillip,ACT,2606,10-12 Dundas Crt West.Phillip.ACT.2606,-35.3538419,149.0880687,,,,,,47 008 618 371,Cancelled,Entity Name,25% ABN Accuracy
Religious Organisations,Brisbane Seafarers Centre,114 Malbar St,Wynnum,QLD,4178,114 Malbar St.Wynnum.QLD.4178,-27.4462048,153.1551419,,,,,,57 351 654 755,Cancelled,Trading Name (Historic),25% ABN Accuracy
Religious Organisations,Catholic Communications,74 Greenwich Rd,Greenwich,NSW,2065,74 Greenwich Rd.Greenwich.NSW.2065,-33.8323765,151.1864286,,,,,,93 453 417 717,Cancelled,Entity Name,25% ABN Accuracy
Religious Organisations,Children For Christ,61 Belmont Rd,Tingalpa,QLD,4173,61 Belmont Rd.Tingalpa.QLD.4173,-27.4776533,153.1282345,,,,,,56 057 584 111,Cancelled,Entity Name,25% ABN Accuracy
Religious Organisations,Christian Science Federal Representative,9 Wrights Rd,Drummoyne,NSW,2047,9 Wrights Rd.Drummoyne.NSW.2047,-33.8496686,151.1540576,,,,,,85 058 264 301,Cancelled,Entity Name,25% ABN Accuracy
Religious Organisations,Churches Of Christ Care Pathways Maryborough,26 Jupiter St,Maryborough,QLD,4650,26 Jupiter St.Maryborough.QLD.4650,-25.5268497,152.6767558,,,,,,17 359 610 353,Cancelled,Other Name,25% ABN Accuracy
Religious Organisations,Creative Times,4A Pacific Hwy,Gateshead,NSW,2290,4A Pacific Hwy.Gateshead.NSW.2290,-32.9828227,151.691591,,,,,,64 007 197 702,Cancelled,Entity Name,25% ABN Accuracy
Religious Organisations,Deaconess House,129/ 133 Cambridge St,Stanmore,NSW,2048,129/ 133 Cambridge St.Stanmore.NSW.2048,-33.8947231,151.1660372,,,,,,44 808 550 198,Cancelled,Entity Name,25% ABN Accuracy
Religious Organisations,Epoch Community,,Tuggerawong,NSW,2259,.Tuggerawong.NSW.2259,-33.2806497,151.4763953,,,,,,49 063 125 569,Cancelled,Entity Name,25% ABN Accuracy
Religious Organisations,Freedom In Christ,Trident St,Mansfield,QLD,4122,Trident St.Mansfield.QLD.4122,-27.5388046,153.1033276,,,,,,59 102 213 007,Cancelled,Entity Name,25% ABN Accuracy
Religious Organisations,Harvest School of Ministry,Cnr Burnham and Simpsons Rds,Bardon,QLD,4065,Cnr Burnham and Simpsons Rds.Bardon.QLD.4065,-27.4608319,152.9781517,,,,,,70 679 589 227,Cancelled,Entity Name,25% ABN Accuracy
Religious Organisations,Islamic Information Service,,Yagoona,NSW,2199,.Yagoona.NSW.2199,-33.9050378,151.0209375,,,,,,85 091 903 552,Cancelled,Entity Name (Historic),25% ABN Accuracy
Religious Organisations,Liturgy Commission,300 The River Rd,Revesby,NSW,2212,300 The River Rd.Revesby.NSW.2212,-33.9639187,151.0150253,,,,,,72 602 822 085,Cancelled,Entity Name,25% ABN Accuracy
Religious Organisations,Maurice Elias Essential Oils For Wellness,,Bondi Beach,NSW,2026,.Bondi Beach.NSW.2026,-33.8914755,151.2766845,,,,,,62 185 935 404,Cancelled,Entity Name,25% ABN Accuracy
Religious Organisations,Meade J,24 Amsonia Ct,Arundel,QLD,4214,24 Amsonia Ct.Arundel.QLD.4214,-27.9258934,153.35363,,,,,,21 095 100 961,Cancelled,Entity Name,25% ABN Accuracy
Religious Organisations,National Council of Jewish Women,,Woollahra,NSW,2025,.Woollahra.NSW.2025,-33.8865002,151.2437606,,,,,,13 096 053 140,Cancelled,Entity Name (Historic),25% ABN Accuracy
Religious Organisations,RIGPA,822 George St,Sydney,NSW,2000,822 George St.Sydney.NSW.2000,-33.8842399,151.2026402,,,,,,57 064 573 600,Cancelled,Entity Name,25% ABN Accuracy
Religious Organisations,St Andrew's Retirement Village,142 Marius St,Tamworth,NSW,2340,142 Marius St.Tamworth.NSW.2340,-31.0861792,150.9293941,,,,,,24 352 728 764,Cancelled,Trading Name (Historic),25% ABN Accuracy
Religious Organisations,The Gnostic Movement,PO Box 1581,Bondi Junction,NSW,1355,PO Box 1581.Bondi Junction.NSW.1355,-33.8928168,151.2551822,,,,,,66 096 846 178,Cancelled,Entity Name,25% ABN Accuracy
Religious Organisations,The Gnostic Movement,PO Box 6275,Fairfield,QLD,4103,PO Box 6275.Fairfield.QLD.4103,-27.5062172,153.0268556,,,,,,66 096 846 178,Cancelled,Entity Name,25% ABN Accuracy
Religious Organisations,Transport For Christ,Cnr Lyell and Priestley Sts,Mittagong,NSW,2575,Cnr Lyell and Priestley Sts.Mittagong.NSW.2575,-34.4500074,150.4344713,,,,,,93 002 633 892,Cancelled,Entity Name,25% ABN Accuracy
Religious Organisations,Voice Of Peace,3 Alfred Ave,Woolooware,NSW,2230,3 Alfred Ave.Woolooware.NSW.2230,-34.0439938,151.1504012,,,,,,14 003 429 730,Cancelled,Entity Name,25% ABN Accuracy
Religious Organisations,Youth Alive (QLD) Ltd,,Mt Ommaney,QLD,4074,.Mt Ommaney.QLD.4074,-27.5452429,152.9319813,,,,,,11 494 002 324,Cancelled,Entity Name,25% ABN Accuracy
Religious Organisations,ABC electronics,22 Asd Bdwy,Ashby,NSW,2463,22 Asd Bdwy.Ashby.NSW.2463,-29.4362923,153.197212,,info@businessabc.com,,,,90 038 177 499,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Alert Magazine,148 Fox Valley Rd,Wahroonga,NSW,2076,148 Fox Valley Rd.Wahroonga.NSW.2076,-33.7324211,151.102188,,,,,,85 349 573 160,Active,Other Name,50% ABN Accuracy
Religious Organisations,Anglican Boys Society (CEBS),First Floor St Andrew's House Sydney Sq,Sydney,NSW,2000,First Floor St Andrew's House Sydney Sq.Sydney.NSW.2000,-33.8738433,151.2055998,,,,,,53 258 341 328,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Annesley House,17 Marion St North,Leichhardt,NSW,2040,17 Marion St North.Leichhardt.NSW.2040,-33.8837416,151.1559357,,,,,,19 034 720 463,Active,Business Name,50% ABN Accuracy
Religious Organisations,Assemblies Of God,Baddeley Cres,Spence,ACT,2615,Baddeley Cres.Spence.ACT.2615,-35.2030931,149.0651496,,,,,,16 231 783 503,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Bible Baptist Church,178 Humphries Rd,St Johns Park,NSW,2176,178 Humphries Rd.St Johns Park.NSW.2176,-33.890083,150.9020566,,,,,,14 584 157 038,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Catholic Church,2 Bendooley St,Bowral,NSW,2576,2 Bendooley St.Bowral.NSW.2576,-34.4777547,150.4208625,,,,,,45 373 620 104,Active,Business Name,50% ABN Accuracy
Religious Organisations,Catholic Church,88 Chestnut St,Wynnum,QLD,4178,88 Chestnut St.Wynnum.QLD.4178,-27.4483094,153.173598,,,,,,45 373 620 104,Active,Business Name,50% ABN Accuracy
Religious Organisations,Catholic Development Fund,38 Harbour St,Wollongong,NSW,2500,38 Harbour St.Wollongong.NSW.2500,-34.4259546,150.9017839,,,,,,15 274 943 760,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Catholic Development Fund,,Bathurst,NSW,2795,.Bathurst.NSW.2795,-33.4111857,149.578693,,,,,,15 274 943 760,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Catholic Education Office,Gilmour St,Kelso,NSW,2795,Gilmour St.Kelso.NSW.2795,-33.4075224,149.5998707,,,,,,91 893 631 195,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Catholic Women's League,143 Edward St,Brisbane,QLD,4000,143 Edward St.Brisbane.QLD.4000,-27.4694171,153.0283252,,,,,,87 226 835 256,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Centacare,21 Cornmeal Parade,Maroochydore,QLD,4558,21 Cornmeal Parade.Maroochydore.QLD.4558,-26.6541657,153.0919442,,,www.scopedv.org,,,90 046 512 373,Active,Entity Name (Historic),50% ABN Accuracy
Religious Organisations,Christian Fellowship,Jingellic Pl,Wagga Wagga,NSW,2650,Jingellic Pl.Wagga Wagga.NSW.2650,-35.0546731,147.3515776,,,http://cfwagga.org.au,,,89 635 875 821,Active,Entity Name (Historic),50% ABN Accuracy
Religious Organisations,Christian Hope Centre Ltd,12 Beach Rd,Surfers Paradise,QLD,4217,12 Beach Rd.Surfers Paradise.QLD.4217,-28.0033491,153.4274563,,,,,,81 076 486 890,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Christian Life Centre,137 Princes Hwy,Ulladulla,NSW,2539,137 Princes Hwy.Ulladulla.NSW.2539,-35.3615034,150.4726366,,,,,,45 464 073 996,Active,Entity Name (Historic),50% ABN Accuracy
Religious Organisations,Christian Outreach Centre,195 Elizabeth Ave,Clontarf,QLD,4019,195 Elizabeth Ave.Clontarf.QLD.4019,-27.247105,153.0820204,,,,,,72 157 669 672,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Christian Outreach Centre,International Club Fairfoot Rd,Ingham,QLD,4850,International Club Fairfoot Rd.Ingham.QLD.4850,-18.6510538,146.1568444,,,,,,72 157 669 672,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Christian Witness To Israel (Australia),34 Ocean St,Bondi,NSW,2026,34 Ocean St.Bondi.NSW.2026,-33.8924143,151.2631178,,,,,,40 986 166 171,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Church of Scientology Australia,43 Dudley St,Annerley,QLD,4103,43 Dudley St.Annerley.QLD.4103,-27.510722,153.030372,,brisbane@scientology.net,http://www.scientology.org,,,25 151 052 274,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Daughters Of Charity,256 Buff Point Ave,Buff Point,NSW,2262,256 Buff Point Ave.Buff Point.NSW.2262,-33.2311026,151.529594,,,,,,37 783 925 190,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Daughters Of Charity,47/128 George,Redfern,NSW,2016,47/128 George.Redfern.NSW.2016,-33.8933352,151.2016385,,,,,,37 783 925 190,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Daughters Of Charity,22 Henry St,Ashfield,NSW,2131,22 Henry St.Ashfield.NSW.2131,-33.8790555,151.1279632,,,,,,37 783 925 190,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Daughters Of Charity,38 Culloden Rd,Marsfield,NSW,2122,38 Culloden Rd.Marsfield.NSW.2122,-33.7777734,151.101251,,,,,,37 783 925 190,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Daughters Of Charity,1 Keiley St,Marsfield,NSW,2122,1 Keiley St.Marsfield.NSW.2122,-33.783231,151.1042315,,,,,,37 783 925 190,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Daughters Of Charity,172 Balaclava Rd,Eastwood,NSW,2122,172 Balaclava Rd.Eastwood.NSW.2122,-33.7782767,151.1048459,,,,,,37 783 925 190,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Daughters Of Charity,109 Agincourt Rd,Marsfield,NSW,2122,109 Agincourt Rd.Marsfield.NSW.2122,-33.7842201,151.1052098,,,,,,37 783 925 190,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Daughters Of Charity,4 Koorong St,Marsfield,NSW,2122,4 Koorong St.Marsfield.NSW.2122,-33.77913,151.1062564,,,,,,37 783 925 190,Active,Trading Name,50% ABN Accuracy
Religious Organisations,De La Salle Brothers,32 Bauer St,Southport,QLD,4215,32 Bauer St.Southport.QLD.4215,-27.9764371,153.4151699,,,,,,92 893 323 605,Active,Other Name,50% ABN Accuracy
Religious Organisations,Destiny Impact Worship Centre,6 Speed St,Liverpool,NSW,2170,6 Speed St.Liverpool.NSW.2170,-33.9261974,150.9253027,,info@destinyimpact.org,http://www.destinyimpact.org,,,30 935 347 994,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Eckankar Society Of Northern Australia,1st Floor 967 Logan Rd,Holland Park,QLD,4121,1st Floor 967 Logan Rd.Holland Park.QLD.4121,-27.5196873,153.0614196,,,,,,18 058 053 740,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Eckankar Society of Northern Australia,Shop 3/ 14 Lavelle St,Nerang,QLD,4211,Shop 3/ 14 Lavelle St.Nerang.QLD.4211,-27.9901841,153.3349143,,,,,,18 058 053 740,Active,Entity Name,50% ABN Accuracy
Religious Organisations,ELEVATION CHURCH,7/ 9 Ern Harley Dr,Burleigh Heads,QLD,4220,7/ 9 Ern Harley Dr.Burleigh Heads.QLD.4220,-28.1030953,153.4108142,,,elevationchurch.com.au/,,,79 400 419 737,Active,Business Name,50% ABN Accuracy
Religious Organisations,Everyman's Welfare Service,Robertson Barracks,Darwin,NT,800,Robertson Barracks.Darwin.NT.800,-12.4376292,130.9779384,,,,,,31 000 348 550,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Faber Centre Of Ignatian Spirituality,111 Sir Samuel Griffith Dr,Bardon,QLD,4065,111 Sir Samuel Griffith Dr.Bardon.QLD.4065,-27.46663,152.9693512,,reillygj@bigpond.com,http://www.faberspirituality.org.au,,,24 671 806 567,Active,Other Name,50% ABN Accuracy
Religious Organisations,Family Life Ministries,1/ 55 Fourth Ave,Blacktown,NSW,2148,1/ 55 Fourth Ave.Blacktown.NSW.2148,-33.7615122,150.9061465,,,,,,25 116 643 852,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Family Life Ministries,16 Blackburn Ave,North Rocks,NSW,2151,16 Blackburn Ave.North Rocks.NSW.2151,-33.7735058,151.0250988,,,,,,25 116 643 852,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Franciscan Missionaries Of Mary,57 Western Crst,Gladesville,NSW,2111,57 Western Crst.Gladesville.NSW.2111,-33.8291324,151.1214554,,,,,,51 422 745 804,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Heritage Christian Church,116 Casuarina St,Katherine,NT,850,116 Casuarina St.Katherine.NT.850,-14.4676556,132.2976672,,heritagechurch@bigpond.com,http://www.heritagechristianchurchnt.com,,,14 719 603 343,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Holy Spirit Seminary,487 Earnshaw Rd,Banyo,QLD,4014,487 Earnshaw Rd.Banyo.QLD.4014,-27.3769647,153.0860322,,seminary@qld.catholic.net.au,http://www.seminary.catholic.net.au,,1941,70 953 685 764,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Iglesia Ni Cristo,13 Eskdale St,Minchinbury,NSW,2770,13 Eskdale St.Minchinbury.NSW.2770,-33.7867034,150.8418786,,,,,,46 002 812 259,Active,Entity Name,50% ABN Accuracy
Religious Organisations,International Christian Church,Farmborough Rd,Unanderra,NSW,2526,Farmborough Rd.Unanderra.NSW.2526,-34.461772,150.8341364,,,,,,25 501 991 481,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Jehovahs Witnesses,475 Vernena Ave,Lurnea,NSW,2170,475 Vernena Ave.Lurnea.NSW.2170,-33.9416814,150.9024481,,,,,,42 002 861 225,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Jehovah's Witnesses,27 Ninth Ave,Scottville,QLD,4804,27 Ninth Ave.Scottville.QLD.4804,-20.573257,147.8195165,,,,,,42 002 861 225,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Living Waters Christian Church,1 Lake St,Windale,NSW,2306,1 Lake St.Windale.NSW.2306,-32.9902693,151.6859854,,peter@lwcc.org.au,http://www.lwcc.org.au,,,84 717 494 665,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Living Word Fellowship,305 Bourbong St,Bundaberg West,QLD,4670,305 Bourbong St.Bundaberg West.QLD.4670,-24.8701539,152.3320855,,,,,,34 627 342 866,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Meals On Wheels,21A Price St,Nambour,QLD,4560,21A Price St.Nambour.QLD.4560,-26.6247494,152.9580693,,,,,,36 301 121 574,Active,Trading Name (Historic),50% ABN Accuracy
Religious Organisations,Missionary Society Of St Paul,19 Stanley St,East Sydney,NSW,2010,19 Stanley St.East Sydney.NSW.2010,-33.8756926,151.2133396,,tarcismic@yahoo.com.au,,,1939,59 681 392 470,Active,Entity Name,50% ABN Accuracy
Religious Organisations,MMM Australia,70 Wyee Rd,Wyee,NSW,2259,70 Wyee Rd.Wyee.NSW.2259,-33.1698692,151.4749831,,,,,,66 005 126 956,Active,Entity Name,50% ABN Accuracy
Religious Organisations,MMM Australia,29 Lamington Rd,Mango Hill,QLD,4509,29 Lamington Rd.Mango Hill.QLD.4509,-27.2263818,153.0329016,,,,,,66 005 126 956,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Nowra City Church,167 McMahons Rd,Nowra North,NSW,2541,167 McMahons Rd.Nowra North.NSW.2541,-34.8609179,150.5666282,,info@nowracitychurch.com.au,http://www.nowracitychurch.com.au,,,79 400 419 737,Active,Business Name,50% ABN Accuracy
Religious Organisations,NSW Council Of Churches,,Lalor Park,NSW,2147,.Lalor Park.NSW.2147,-33.7612155,150.9322527,,,,,,24 348 552 048,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Our Lady Of Lourdes Parish,153 Holberton St,Newtown,QLD,4350,153 Holberton St.Newtown.QLD.4350,-27.5579541,151.9327491,,,,,,96 676 936 086,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Pontifical Mission Societies,Barney St,Armidale,NSW,2350,Barney St.Armidale.NSW.2350,-30.5163697,151.6642526,,,,,,52 945 927 066,Active,Entity Name (Historic),50% ABN Accuracy
Religious Organisations,Presbyterian Church,7 McKern St,Wentworthville,NSW,2145,7 McKern St.Wentworthville.NSW.2145,-33.8094619,150.9703961,,general@pcnsw.org.au,www.presbyterian.org.au,,,11 700 430 154,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Salvos Stores,9 Sydney Ave,Woy Woy,NSW,2256,9 Sydney Ave.Woy Woy.NSW.2256,-33.5213324,151.3155305,,,,,,25 878 329 270,Active,Other Name,50% ABN Accuracy
Religious Organisations,School for Seniors,400 Oxford Mall,Bondi Junction,NSW,2022,400 Oxford Mall.Bondi Junction.NSW.2022,-33.8916233,151.247723,,,,,,42 266 391 917,Active,Other Name,50% ABN Accuracy
Religious Organisations,Seventh-day Adventist Church,4 Cambridge St,Epping,NSW,2121,4 Cambridge St.Epping.NSW.2121,-33.7710733,151.0822786,,,www.adventistconnect.org,,,41 615 485 059,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Shun Yeung Taoist Association Inc,G 12 Kent St,Belmore,NSW,2192,G 12 Kent St.Belmore.NSW.2192,-33.9206787,151.088908,,info@shunyeung.org,http://www.shunyeung.org,,,35 542 929 536,Active,Entity Name,50% ABN Accuracy
Religious Organisations,Society of Christ,3 Murray Sq,Mayfield,NSW,2304,3 Murray Sq.Mayfield.NSW.2304,-32.9056594,151.739686,,,,,,67 586 086 237,Active,Trading Name,50% ABN Accuracy
Religious Organisations,Southside Christian Centre,109 Golda Ave,Salisbury,QLD,4107,109 Golda Ave.Salisbury.QLD.4107,-27.5582295,153.0392718,,,,,,28 923 855 786,Active,Entity Name (Historic),50% ABN Accuracy
Religious Organisations,St Lazarus Serbian Orthodox Church,Dale St,Dapto,NSW,2530,Dale St.Dapto.NSW.2530,-34.50985,150.7789615,,,,,,30 051 826 729,Active,Entity Name,50% ABN Accuracy
Religious Organisations,St Vincent De Paul Society,321 Urana Rd,Lavington,NSW,2641,321 Urana Rd.Lavington.NSW.2641,-36.0510591,146.93204,,,,,,46 472 591 335,Active,Other Name,50% ABN Accuracy
