Name,Categories,Address,City,State,Postcode,Phone,Fax,Latitude,Longitude,Employees,Established,ABN_Status,ABN,ABN_Name,Accuracy,ABN_2,ACN
Camden Hospital,Hospitals,,Camden,NSW,2570,(02) 4634 3000,,-34.0542781,150.6956331,,,Active,46 738 965 845,Other Name,50%,,
Cambridge House,Hospitals,3 Cambridge St,Collingwood,VIC,3066,(03) 9417 6021,,-37.808352,144.984307,,,Active,12 326 434 609,Trading Name,50%,,
Caboolture Hospital,Hospitals,McKean St,Caboolture,QLD,4510,(07) 5433 8888,,-27.078602,152.956629,,,Active,66 329 169 412,Other Name,50%,,
Buladelah District Hospital,Hospitals,Richmond St,Bulahdelah,NSW,2423,(02) 4997 4477,,-32.40324,152.20659,,,Active,63 598 010 203,Other Name,50%,,
Braidwood District Hospital,Hospitals,Monkittee St,Braidwood,NSW,2622,(02) 4842 2566,,-35.446327,149.804157,,,Active,94 495 894 851,Other Name,50%,,
Braeside Hospital,Hospitals,340 Prairie Vale Rd,Prairiewood,NSW,2176,(02) 9616 8600,,-33.860972,150.90139,,,Active,72 074 354 028,Business Name,50%,,
Bowen Hospital,Hospitals,61-65 Gregory St,Bowen,QLD,4805,(07) 4786 8222,,-20.007041,148.239798,,,Active,87 427 896 923,DGR Name,50%,,
Boorowa District Hospital,Hospitals,Dry St,Boorowa,NSW,2586,(02) 6380 2100,,-34.438331,148.727037,,,Active,71 172 428 618,Business Name,50%,,
Blacktown Hospital,Hospitals,Blacktown Rd,Blacktown,NSW,2148,(02) 9881 8000,,-33.78,150.92,,,Active,48 702 394 764,Other Name,50%,,
Bentley Health Service,Hospitals,18-56 Mills St,Bentley,WA,6102,(08) 9416 3666,,-32.005541,115.927556,,,Active,13 993 250 709,Other Name,50%,,
Batemans Bay District Hospital,Hospitals,7 Pacific St,Batemans Bay,NSW,2536,(02) 4475 1500,,-35.713938,150.182264,,,Active,94 495 894 851,Other Name,50%,,
Bankstown-Lidcombe Hospital,Hospitals,Eldridge Rd,Bankstown,NSW,2200,(02) 9722 8000,,-33.93,151.02,,,Active,46 738 965 845,Other Name,50%,,
Balranald Multi Purpose Service,Hospitals,Market St,Balranald,NSW,2715,(03) 5071 9800,,-34.637504,143.560401,,,Active,71 172 428 618,Other Name,50%,,
Auburn Hospital,Hospitals,Hargrave Rd,Auburn,NSW,2144,(02) 8759 3000,,-33.859324,151.032641,,,Active,48 702 394 764,Other Name,50%,,
Armadale Health Service,Hospitals,Albany Hwy,Armadale,WA,6112,(08) 9391 2000,,-32.14982,116.024095,,,Active,13 993 250 709,Other Name,50%,,
Alpine Health,Hospitals,2 Hollonds St,Mt Beauty,VIC,3699,(03) 5754 3521,,-36.743424,147.169512,,,Active,14 484 712 285,Entity Name,50%,,
Albury Base Hospital,Hospitals,Borella Rd,Albury,NSW,2640,(02) 6058 4444,,-36.075197,146.925976,,,Active,31 569 743 618,Other Name,50%,,
Woy Woy Hospital,Hospitals,Ocean Beach Rd,Woy Woy,NSW,2256,(02) 4344 8444,,-33.497998,151.319676,,,Active,88 523 389 096,Business Name,75%,,
Woorabinda Hospital,Hospitals,Munns Dr,Woorabinda,QLD,4702,(07) 4935 0133,,-24.128257,149.457649,,,Active,76 874 184 685,DGR Name,75%,,
Wollongong Hospital,Hospitals,Lotus St,Wollongong,NSW,2500,(02) 4222 5000,,-34.424255,150.885169,,,Active,13 567 011 035,Business Name,75%,,
Wilson Memorial Hospital,Hospitals,O'Connell St,Murrurundi,NSW,2338,(02) 6546 9000,,-31.770017,150.838047,,,Active,63 598 010 203,Other Name,75%,,
Werris Creek Hospital,Hospitals,North St,Werris Creek,NSW,2341,(02) 6768 6600,,-31.34743,150.650029,,,Active,63 598 010 203,Business Name,75%,,
Wentworth Area Health Service,Hospitals,Derby St,Kingswood,NSW,2747,(02) 4734 2120,,-33.76,150.71,,,Active,31 910 677 424,Other Name,75%,,
Warwick Hospital,Hospitals,56 Locke St,Warwick,QLD,4370,(07) 4660 3900,,-28.224358,152.017861,,,Active,64 109 516 141,DGR Name,75%,,
Tomaree Community Hospital,Hospitals,Trevally St,Nelson Bay,NSW,2315,(02) 4984 0700,,-32.72,152.15,,,Active,63 598 010 203,Other Name,75%,,
Theodore Hospital,Hospitals,The Boulevard,Theodore,QLD,4719,(07) 4990 3000,,-24.944202,150.076055,,,Active,76 874 184 685,DGR Name,75%,,
The Park - Centre for Mental Health,Hospitals,Corner Ellerton Drive and Wolston Park Road,Wacol,QLD,4076,(07) 3271 8222,,-27.600777,152.910002,,,Active,66 329 169 412,Other Name,75%,,
Sydney Dental Hospital,Hospitals,2 Chalmers St,Surry Hills,NSW,2010,(02) 9293 3333,,-33.884416,151.207834,,,Active,17 520 269 052,Business Name,75%,,
Sunshine Hospital,Hospitals,176 Furlong Rd,St Albans,VIC,3021,(03) 8345 1333,,-37.760311,144.81527,,,Active,61 166 735 672,Business Name,75%,,
Springwood Hospital,Hospitals,7 Huntley Grange Rd,Springwood,NSW,2777,(02) 4784 6500,,-33.69076,150.570453,,,Active,31 910 677 424,Business Name,75%,,
Shoalhaven Hospital,Hospitals,Scenic Dr,Nowra,NSW,2541,(02) 4421 3111,,-34.867607,150.596951,,,Active,13 567 011 035,Other Name,75%,,
Shellharbour Hospital,Hospitals,15-17 Madigan Boulevarde,Mt Warrigal,NSW,2528,(02) 4295 2500,,-34.554721,150.841613,,,Active,13 567 011 035,Business Name,75%,,
Rural Northwest Health,Hospitals,12 Mitchell Pl,Hopetoun,VIC,3396,(03) 5083 2000,,-35.732542,142.366904,,,Active,23 976 871 636,Entity Name,75%,,
Royal Prince Alfred Hospital,Hospitals,Missenden Rd,Camperdown,NSW,2050,(02) 9515 6111,,-33.888402,151.181301,,,Active,17 520 269 052,Business Name,75%,,
Robinvale District Health Services,Hospitals,37-39 Pioneer St,Manangatang,VIC,3546,(03) 5035 1500,,-35.051049,142.880575,,,Active,58 413 230 512,Entity Name,75%,,
Redcliffe Hospital,Hospitals,Anzac Ave,Redcliffe,QLD,4020,(07) 3883 7777,,-27.229236,153.10527,,,Active,18 496 277 942,DGR Name,75%,,
Queen Elizabeth II Jubilee Hospital,Hospitals,Cnr Kessels Rd and Troughton Rd,Coopers Plains,QLD,4108,(07) 3182 6111,,-27.558765,153.050662,,,Active,86 834 068 616,DGR Name,75%,,
Princess Margaret Hospital For Children,Hospitals,Roberts Rd,Subiaco,WA,6008,(08) 9340 8222,,-31.946329,115.836593,,,Active,37 180 581 224,DGR Name,75%,,
Peter MacCallum Cancer Centre,Hospitals,St Andrews Place,East Melbourne,VIC,3002,(03) 9656 1111,,-37.81194,144.976295,,,Active,42 100 504 883,Business Name,75%,,
Pathology North,Hospitals,"Swanbrook Road, Inverell Hospital",Inverell,NSW,2360,(02) 6721 9525,,-29.776279,151.113436,,,Active,49 382 586 535,Business Name,75%,,
North Eastern Rehabilitation Centre,Hospitals,134 Ford St,Ivanhoe,VIC,3079,(03) 9474 8900,,-37.763495,145.030768,,,Active,85 006 405 152,Business Name,75%,,
Neringah Hospital,Hospitals,4-12 Neringah Ave South,Wahroonga,NSW,2076,(02) 9488 2200,,-33.717837,151.114838,,,Active,72 074 354 028,Business Name,75%,,
Nepean Blue Mountains Local Health District,Hospitals,Derby St,Penrith,NSW,2747,(02) 4734 2000,,-33.758601,150.702027,,,Active,31 910 677 424,Entity Name,75%,,
Muswellbrook District Hospital,Hospitals,36 Brentwood St,Muswellbrook,NSW,2333,(02) 6542 2000,,-32.265446,150.8992981,,,Active,63 598 010 203,Other Name,75%,,
Moranbah Hospital,Hospitals,Elliott St,Moranbah,QLD,4744,(07) 4941 4600,,-22.002253,148.054404,,,Active,87 427 896 923,DGR Name,75%,,
Milton-Ulladulla Hospital,Hospitals,Princes Hwy,Milton,NSW,2538,(02) 4454 9100,,-35.317778,150.440003,,,Active,13 567 011 035,Business Name,75%,,
Maryborough District Health Service,Hospitals,20 Havelock St,Dunolly,VIC,3472,(03) 5468 2900,,-36.855199,143.734932,,,Active,81 511 515 955,Entity Name,75%,,
Manly Hospital,Hospitals,Darley Rd,Manly,NSW,2095,(02) 9976 9611,,-33.802784,151.289694,,,Active,63 834 171 987,Business Name,75%,,
Maitland Hospital,Hospitals,550-560 High St,Maitland,NSW,2320,(02) 4923 2000,,-32.726035,151.545945,,,Active,63 598 010 203,Business Name,75%,,
Lithgow Hospital,Hospitals,Cnr Col Drewe Drive and Great Western Hwy,Lithgow,NSW,2790,(02) 6350 2300,,-33.5001631,150.1265988,,,Active,31 910 677 424,Business Name,75%,,
Karitane,Hospitals,10 Murphy Ave,Liverpool,NSW,2170,(02) 9821 4555,,-33.92431,150.91209,,,Active,25 000 018 842,Entity Name,75%,,
Karitane,Hospitals,Cnr The Horsley Drv and Mitchell St,Fairfield East,NSW,2165,(02) 9794 2300,,-33.880549,150.966506,,,Active,25 000 018 842,Entity Name,75%,,
Hughenden Hospital,Hospitals,Richmond St,Hughenden,QLD,4821,(07) 4741 1622,,-20.802206,144.08877,,,Active,86 747 187 217,DGR Name,75%,,
Home Hill Hospital,Hospitals,42 Eighth Ave,Home Hill,QLD,4806,(07) 4782 1633,,-19.66762,147.41564,,,Active,86 747 187 217,DGR Name,75%,,
Guyra Multipurpose Service,Hospitals,44-48 Sole St,Guyra,NSW,2365,(02) 6738 4000,,-30.213681,151.679227,,,Active,63 598 010 203,Other Name,75%,,
Great Ocean Road Health,Hospitals,75 McLachlan St,Apollo Bay,VIC,3233,(03) 5237 8500,,-38.75388,143.664063,,,Active,29 191 876 319,Entity Name,75%,,
Gordonvale Hospital,Hospitals,Highleigh Rd,Gordonvale,QLD,4865,(07) 4043 3100,,-17.081935,145.807581,,,Active,25 285 907 786,DGR Name,75%,,
Fairfield Hospital,Hospitals,Cnr Polding St and Prairievale Rd,Prairiewood,NSW,2176,(02) 9616 8111,,-33.857391,150.90434,,,Active,46 738 965 845,Other Name,75%,,
East Wimmera Health Service,Hospitals,Donald Campus Aitken Ave,Donald,VIC,3480,(03) 5478 6200,,-36.364198,142.974481,,,Active,91 424 920 693,Entity Name,75%,,
Dirranbandi Hospital,Hospitals,Jane St,Dirranbandi,QLD,4486,(07) 4625 8222,,-28.576197,148.230462,,,Active,22 877 041 939,DGR Name,75%,,
Denman Hospital,Hospitals,51- 53 Ogilvie St,Denman,NSW,2328,(02) 6547 3999,,-32.389097,150.684487,,,Active,63 598 010 203,Business Name,75%,,
Clermont Hospital,Hospitals,24 Francis St,Clermont,QLD,4721,(07) 4983 4000,,-22.824278,147.631465,,,Active,87 427 896 923,DGR Name,75%,,
Bulli Hospital,Hospitals,Hospital Rd,Bulli,NSW,2516,(02) 4284 4344,,-34.335695,150.906499,,,Active,13 567 011 035,Business Name,75%,,
Broadmeadows Health Service,Hospitals,35 Johnstone St,Jacana,VIC,3047,(03) 8345 5000,,-37.684528,144.912737,,,Active,42 986 169 981,Other Name,75%,,
Blackwater Hospital,Hospitals,41 Mackenzie St,Blackwater,QLD,4717,(07) 4980 1800,,-23.571895,148.877548,,,Active,76 874 184 685,DGR Name,75%,,
Biloela Hospital,Hospitals,2 Hospital Rd,Biloela,QLD,4715,(07) 4992 7000,,-24.396203,150.518016,,,Active,76 874 184 685,DGR Name,75%,,
Babinda Hospital,Hospitals,128 Munro St,Babinda,QLD,4861,(07) 4067 8200,,-17.342875,145.918922,,,Active,25 285 907 786,DGR Name,75%,,
Alpine Health,Hospitals,32 Cobden St,Bright,VIC,3741,(03) 5755 0123,,-36.733224,146.966165,,,Active,14 484 712 285,Entity Name,75%,,
Wimmera Health Care Group,Hospitals,83 Baillie Street,Horsham,VIC,3400,(03) 5381 9111,,-36.7126,142.208587,,,Active,21 203 855 611,Entity Name,100%,,
Westmead Fertility Centre,Hospitals,"Level 2, G Block",Westmead,NSW,2145,(02) 8890 7484,,-33.804702,150.987657,,,Active,81 146 167 928,Business Name,100%,,
West Wimmera Health Service,Hospitals,43-51 Nelson St,Nhill,VIC,3418,(03) 5391 4222,,-36.334127,141.655771,,,Active,50 275 032 704,Entity Name,100%,,
Wentworth Area Health Service,Hospitals,64 Glebe Pl,Penrith,NSW,2750,(02) 4731 2334,,-33.751382,150.709891,,,Active,31 910 677 424,Other Name,100%,,
Wagga Wagga Base Hospital,Hospitals,Edward St,Wagga Wagga,NSW,2650,(02) 5943 1000,,-35.117884,147.361511,,,Active,71 172 428 618,Business Name,100%,,
Tweddle Child & Family Health Service,Hospitals,53 Adelaide St,Footscray,VIC,3011,(03) 9689 1577,,-37.797354,144.88744,,,Active,38 630 063 750,Entity Name,100%,,
Tresillian Family Care Centres,Hospitals,McKenzie St,Belmore,NSW,2192,(02) 9787 0800,,-33.918382,151.097722,,,Active,28 521 424 723,Trading Name,100%,,
The Royal Melbourne Hospital,Hospitals,300 Grattan Street (Corner Of Royal Parade),Parkville,VIC,3052,(03) 9342 7000,,-37.799647,144.95708,,,Active,73 802 706 972,Business Name,100%,,
The Royal Melbourne Hospital,Hospitals,34-54 Poplar Rd,Parkville,VIC,3052,(03) 8387 2000,,-37.776851,144.94881,,,Active,73 802 706 972,Business Name,100%,,
The Royal Dental Hospital Of Melbourne,Hospitals,720 Swanston St,Carlton,VIC,3053,(03) 9341 1000,,-37.799436,144.965451,,,Active,55 264 981 997,Business Name,100%,,
Tallangatta Health Service,Hospitals,25 Barree St,Tallangatta,VIC,3700,(02) 6071 5200,,-36.213661,147.183816,,,Active,30 043 875 294,Entity Name,100%,,
Sydney Retina Clinic & Day Surgery,Hospitals,Level 13 187 Macquarie St,Sydney,NSW,2000,(02) 9382 7111,,-33.866991,151.212059,,,Active,32 087 878 537,Business Name,100%,,
Sydney Results Clinic,Hospitals,Level 1 2 Guilfoyle Ave,Double Bay,NSW,2028,(02) 8542 5980,,-33.876713,151.241284,,,Active,32 168 891 951,Business Name,100%,,
Swan Hill District Health,Hospitals,48 Splatt St,Swan Hill,VIC,3585,(03) 5033 9300,(03) 5032 9528,-35.340608,143.557007,201-500,,Active,24 314 338 210,Entity Name,100%,,
Surry Hills Day Hospital,Hospitals,571-575 Crown St,Surry Hills,NSW,2010,(02) 9698 2233,,-33.890957,151.212713,,,Active,65 054 492 429,Business Name,100%,,
South Western Sydney Local Health District,Hospitals,Eastern Campus Of Liverpool Hospital Elizabeth St,Liverpool,NSW,2170,(02) 9828 5700,,-33.919607,150.931125,,,Active,46 738 965 845,Entity Name,100%,,
Seymour Health,Hospitals,Bretonneux St,Seymour,VIC,3660,(03) 5793 6100,,-37.018845,145.138559,,,Active,91 289 605 355,Entity Name,100%,,
Seventh Layer Aesthetic Clinic,Hospitals,L 6 470 Wodonga Pl,Albury,NSW,2640,(02) 6058 6162,,-36.081729,146.91083,,,Active,73 849 798 353,Business Name,100%,,
Rural Northwest Health,Hospitals,18 Dimboola Rd,Warracknabeal,VIC,3393,(03) 5396 1200,,-36.251976,142.381766,,,Active,23 976 871 636,Entity Name,100%,,
Royal Perth Hospital,Hospitals,197 Wellington St,Perth,WA,6000,(08) 9224 2244,,-31.954324,115.865533,,,Active,13 993 250 709,Other Name,100%,,
Royal North Shore Hospital,Hospitals,Reserve Rd,St Leonards,NSW,2065,(02) 9926 7111,,-33.821784,151.191021,,,Active,63 834 171 987,Business Name,100%,,
Portland District Health,Hospitals,Bentinck St,Portland,VIC,3305,(03) 5522 1410,,-38.34559,141.606422,,,Active,19 736 725 377,Entity Name,100%,,
Port Kembla Hospital,Hospitals,Cowper St,Warrawong,NSW,2502,(02) 4223 8000,,-34.193067,150.981597,,,Active,13 567 011 035,Business Name,100%,,
Peter MacCallum Cancer Centre,Hospitals,305 Grattan St,Melbourne,VIC,3000,(03) 8559 5000,(03) 9656 1400,-37.799805,144.956575,1001+,1950,Active,42 100 504 883,Business Name,100%,42 100 504 883,
Orbost Regional Health,Hospitals,29 Browning St,Orbost,VIC,3888,(03) 5154 6685,,-37.706607,148.45638,,,Active,13 010 280 446,Entity Name,100%,,
Orbost Regional Health,Hospitals,Stanley St,Orbost,VIC,3888,(03) 5154 6613,,-37.701986,148.459946,,,Active,13 010 280 446,Entity Name,100%,,
Omeo District Hospital,Hospitals,Easton St,Omeo,VIC,3898,(03) 5159 0100,,-37.098378,147.596443,,,Active,24 479 149 504,Entity Name,100%,,
Nathalia District Hospital,Hospitals,Elizabeth St,Nathalia,VIC,3638,(03) 5866 9444,,-36.048454,145.203265,,,Active,51 530 871 165,Entity Name,100%,,
Murrumbidgee Local Health District,Hospitals,63-65 Johnston St,Wagga Wagga,NSW,2650,(02) 6933 9100,,-35.107444,147.368623,,,Active,71 172 428 618,Entity Name,100%,,
Moyne Health Services,Hospitals,30-36 Villiers St,Port Fairy,VIC,3284,(03) 5568 0100,,-38.381471,142.227611,,,Active,30 586 278 991,Entity Name,100%,,
Moyne Health Services,Hospitals,Regent St,Port Fairy,VIC,3284,(03) 5568 0126,(03) 5568 0158,-38.381114,142.234731,101-200,,Active,30 586 278 991,Entity Name,100%,,
Mount Isa Base Hospital,Hospitals,30 Camooweal St,Mornington,QLD,4825,(07) 4744 4444,,-20.730709,139.49406,,,Active,22 406 683 778,DGR Name,100%,,
Mansfield District Hospital,Hospitals,Highett St,Mansfield,VIC,3722,(03) 5775 8800,,-37.05,146.08,,,Active,65 866 548 895,Entity Name,100%,,
Maldon Hospital,Hospitals,Chapel St,Maldon,VIC,3463,(03) 5475 2000,,-36.989217,144.06298,,,Active,62 239 398 514,Entity Name,100%,,
Lottie Stewart Hospital,Hospitals,40 Stewart St,Ermington,NSW,2115,(02) 9858 3255,,-33.79858,151.060501,,,Active,89 540 988 522,Entity Name,100%,,
Liverpool Hospital,Hospitals,Corner Of Elizabeth and Goulburn Streets,Liverpool,NSW,2170,(02) 8738 3000,,-33.920798,150.928559,,,Active,46 738 965 845,Other Name,100%,,
Latrobe Regional Hospital,Hospitals,10 Village Ave,Traralgon,VIC,3844,(03) 5173 8000,,-38.218453,146.472072,,,Active,18 128 843 652,Entity Name,100%,,
Jessie McPherson Private Hospital,Hospitals,246 Clayton Rd,Clayton,VIC,3168,(03) 9594 2776,,-37.920718,145.123085,,,Active,49 006 610 368,Business Name,100%,,
Greenwich Hospital,Hospitals,97-115 River Rd,Greenwich,NSW,2065,(02) 9903 8333,,-33.827414,151.183611,,,Active,72 074 354 028,Business Name,100%,,
Goulburn Valley Health,Hospitals,,Shepparton,VIC,3630,(03) 5832 2322,,-36.3667971,145.4032227,,,Active,69 541 423 898,Entity Name,100%,,
Gold Coast University Hospital,Hospitals,1 Hospital Blv,Southport,QLD,4215,1300 744 284,,-27.959136,153.380644,,,Active,82 616 992 416,DGR Name,100%,,
Gippsland Southern Health Service,Hospitals,Koonwarra Rd,Leongatha,VIC,3953,(03) 5667 5547,,-38.483881,145.950393,,,Active,55 344 811 591,Entity Name,100%,,
Euroa Health Inc.,Hospitals,36 Kennedy St,Euroa,VIC,3666,(03) 5795 0200,,-36.759633,145.569999,,,Active,92 619 716 188,Entity Name,100%,,
Echuca Regional Health,Hospitals,25 Francis St,Echuca,VIC,3564,(03) 5485 5864,,-36.138291,144.74823,,,Active,30 490 690 530,Entity Name,100%,,
Colac Area Health,Hospitals,2-28 Connor St,Colac,VIC,3250,(03) 5232 5100,,-38.34062,143.58246,,,Active,39 087 165 191,Entity Name,100%,,
Colac Area Health,Hospitals,2 Miller St,Colac,VIC,3250,(03) 5232 5351,,-38.340393,143.584448,,,Active,39 087 165 191,Entity Name,100%,,
Colac Area Health,Hospitals,23 Miller St,Colac,VIC,3250,(03) 5232 5210,,-38.340768,143.580807,,,Active,39 087 165 191,Entity Name,100%,,
Cobram District Hospital,Hospitals,24- 32 Broadway St,Cobram,VIC,3644,(03) 5871 0777,,-35.915933,145.651285,,,Active,22 697 331 144,Trading Name,100%,,
Children's Health Queensland Hospital and Health Service,Hospitals,501 Stanley St,South Brisbane,QLD,4101,(07) 3310 9444,,-27.483696,153.026519,,,Active,62 254 746 464,Entity Name,100%,,
Castlemaine Health,Hospitals,142 Cornish St,Castlemaine,VIC,3450,(03) 5471 3555,,-37.052104,144.212273,,,Active,93 073 879 138,Entity Name,100%,,
Caritas Christi Hospice,Hospitals,In Patients Building St Vincent Hospital Campus Princes St,Fitzroy,VIC,3065,(03) 9288 4697,,-37.793099,144.975779,,,Active,22 052 110 755,Business Name,100%,,
Calvary Mater Newcastle,Hospitals,Edith St,Waratah,NSW,2298,(02) 4921 1211,,-34.485585,150.884557,,,Active,75 081 149 126,Business Name,100%,,
Boort District Health,Hospitals,31 Kiniry St,Boort,VIC,3537,(03) 5451 5200,,-36.111748,143.727371,,,Active,61 440 342 041,Entity Name,100%,,
Black Dog Institute,Hospitals,"Black Dog Institute, Hospital Road, Prince Of Wales Hospital,",Randwick,NSW,2031,(02) 9382 2991,,-33.914589,151.241724,,,Active,12 115 954 197,Entity Name,100%,,
Bendigo Health,Hospitals,100 Barnard St,Bendigo,VIC,3550,(03) 5454 6000,,-36.750894,144.280338,,,Active,26 875 445 912,Entity Name,100%,,
Benalla & District Memorial Hospital,Hospitals,Coster St,Benalla,VIC,3672,(03) 5760 2222,,-36.554419,145.991483,,,Active,96 078 399 891,Business Name,100%,,
Bairnsdale Regional Health Service,Hospitals,122 Day St,Bairnsdale,VIC,3875,(03) 5150 3333,,-37.831054,147.607987,,,Active,99 640 620 478,Entity Name,100%,,
Alpine Health,Hospitals,30 O'Donnell Ave,Myrtleford,VIC,3737,(03) 5751 9300,,-36.554568,146.727603,,,Active,14 484 712 285,Entity Name,100%,,
Whiteboard,Hospitals,340 Gore St,Fitzroy,VIC,3065,(03) 9419 9348,,-37.798362,144.983588,,,,,,,,
Wesley Hospital Kim Walters Choices Program,Hospitals,Chasley St,Auchenflower,QLD,4066,1800 227 271,,-27.47,152.99,,,,,,,,
Weipa,Hospitals,,Rocky Point,QLD,4873,(07) 4069 9155,,-16.3910983,145.4077711,,,,,,,,
War Memorial Hospital,Hospitals,125 Birrell St,Waverley,NSW,2024,(02) 9369 0100,,-33.897343,151.253333,,,,,,,,
Wagin District Hospital,Hospitals,Warwick St,Wagin,WA,6315,(08) 9861 3444,,-33.304636,117.348061,,,,,,,,
Tresillian Family Care Centre,Hospitals,1B Barber Ave,Kingswood,NSW,2747,(02) 4734 2124,,-33.757678,150.713353,,,,,,,,
The Royal Women's Hospital,Hospitals,Cr Grattan St and Flemington Rd,Parkville,VIC,3052,(03) 8345 2000,,-37.800348,144.956906,,,,,,,,
The Royal Victorian Eye & Ear Hospital,Hospitals,32 Gisborne St,East Melbourne,VIC,3002,(03) 9929 8666,,-37.809029,144.976517,,,,,,,,
The Northern Hospital,Hospitals,185 Cooper St,Epping,VIC,3076,(03) 8405 8000,,-37.65323,145.01458,,,,,,,,
The Kilmore & District Hospital,Hospitals,Rutledge St,Kilmore,VIC,3764,(03) 5734 2000,,-37.300445,144.952431,,,,,,,,
Sydney Eye Hospital Foundation,Hospitals,,Sydney,NSW,2000,(02) 9382 7408,,-33.87276349,151.2053446,,,,,,,,
Sydney Children's Hospital Randwick,Hospitals,1 High St,Randwick,NSW,2031,(02) 9382 1111,,-33.915341,151.229129,,,,,,,,
Sydney Children's Hospital,Hospitals,High St,Randwick,NSW,2031,(02) 9382 1111,,-33.916693,151.238749,,,,,,,,
St Vincent's Hospital Sydney,Hospitals,390 Victoria St,Darlinghurst,NSW,2010,(02) 8382 1111,,-33.880117,151.221013,,,,,,,,
St John Of God Hospital,Hospitals,,Mt Lawley,WA,6050,(08) 9370 9786,,-31.9340058,115.8716478,,,,,,,,
Sonic HealthPlus,Hospitals,Mt Isa Minesite Central Office 99 Railway Ave,Mt Isa,QLD,4825,(07) 4744 2242,,-20.730598,139.482784,,,,,,,,
Sonic HealthPlus,Hospitals,Level 5 &ndash; West Tower 410 Ann St,Brisbane,QLD,4000,(07) 3058 8399,,-27.463467,153.029084,,,,,,,,
Sandgate Doctors,Hospitals,Lagoon Arcade Shop 5 51 Brighton Rd,Sandgate,QLD,4017,(07) 3269 1131,,-27.319124,153.069175,,,,,,,,
Rosebud Hospital,Hospitals,1527 Nepean Hwy,Rosebud West,VIC,3940,(03) 5986 0666,,-38.362871,144.884847,,,,,,,,
Riverside House,Hospitals,2 River St,Richmond,VIC,3121,(03) 9427 9969,,-37.814594,145.01272,,,,,,,,
Queen Elizabeth Centre,Hospitals,53 Thomas St,Noble Park,VIC,3174,(03) 9549 2777,,-37.972069,145.178452,,,,,,,,
Otway Health & Community Services,Hospitals,75 McLachlan St,Apollo Bay,VIC,3233,,,-38.753849,143.664034,,,,,,,,
O'Connell Family Centre,Hospitals,6 Mont Albert Rd,Canterbury,VIC,3126,(03) 8416 7600,,-37.816657,145.061734,,,,,,,,
Nursing in Aus,Hospitals,Boondall Rd,Brisbane,QLD,4000,(07) 3265 5605,,-27.34,153.07,,,,,,,,
North West Hospital,Hospitals,Providence Rd,Greenvale,VIC,3059,(03) 9333 1600,,-37.648587,144.876626,,,,,,,,
Moja's Shelter,Hospitals,19 Fraser St,Auburn,NSW,2144,0415 783 963,,-33.866144,151.021472,,,,,,,,
Mercy Care Centre,Hospitals,Demondrille St,Young,NSW,2594,(02) 6382 8444,,-34.322943,148.2924738,,,,,,,,
Mallacoota District Health & Support Service,Hospitals,Cnr Genoa Rd and Matson St,Mallacoota,VIC,3892,(03) 5158 0243,,-37.559242,149.75063,,,,,,,,
Kojonup Hospital,Hospitals,Spring St,Kojonup,WA,6395,(08) 9831 2222,,-33.829425,117.155693,,,,,,,,
Kingston Centre,Hospitals,Cnr Of Warrigal Road and Heatherton Road,Cheltenham,VIC,3192,(03) 9265 1000,,-37.964428,145.055984,,,,,,,,
Heyfield Hospital,Hospitals,14 Licola Rd,Heyfield,VIC,3858,(03) 5139 7979,,-37.976327,146.784008,,,,,,,,
Hesse Rural Health,Hospitals,8 Gosney St,Winchelsea,VIC,3241,(03) 5267 1200,,-38.242727,143.986409,,,,,,,,
Great Ocean Road Health ? Lorne Community Hospital,Hospitals,1 Albert St,Lorne,VIC,3232,(03) 5289 4300,,-38.54558,143.980682,,,,,,,,
Gordon Private Hospital,Hospitals,742 Pacific Hwy,Gordon,NSW,2072,(02) 9418 1144,,-33.757903,151.152689,,,,,,,,
Gippsland Base Hospital,Hospitals,Guthridge Parade,Sale,VIC,3850,(03) 5143 8600,,-38.10756,147.082112,,,,,,,,
Georgetown Hospital,Hospitals,High St,Georgetown,QLD,4871,(07) 4062 1266,,-18.292683,143.547601,,,,,,,,
Geelong Hospital,Hospitals,Bellerine St - Main Entrance,Geelong,VIC,3220,(03) 4215 0000,,-38.1480041,144.3593453,,,,,,,,
Gatehouse Cottage,Hospitals,Tannery Rd,Batemans Bay,NSW,2536,(02) 4464 2150,,-35.70712075,150.1777333,,,,,,,,
Frankston Hospital,Hospitals,2 Hastings Rd,Frankston,VIC,3199,(03) 9784 7777,,-38.151037,145.128327,,,,,,,,
Forensicare Inquiry Line,Hospitals,Yarra Bend Rd,Fairfield,VIC,3078,1300 650 345,,-37.79197515,145.0093633,,,,,,,,
East Grampians Health Service,Hospitals,Girdlestone Street,Ararat,VIC,3377,(03) 5352 9300,,-37.279232,142.930235,,,,,,,,
Diabetes,Hospitals,L 4 80-84 Chandos St,Naremburn,NSW,2065,1300 363 126,,-33.821829,151.199307,,,,,,,,
Cumberland Hospital,Hospitals,1-11 Hainsworth St,Westmead,NSW,2145,(02) 9840 3000,,-33.801049,150.994806,,,,,,,,
Counselling Northern Beaches,Hospitals,Suite 1 Level 1 1741 Pittwater Rd,Mona Vale,NSW,2103,0401 032 095,,-33.678659,151.302679,,,,,,,,
Community Health Service,Hospitals,"Royal South Sydney Community Health Complex ,Joynton Ave",Zetland,NSW,2017,(02) 9382 8000,,-33.908994,151.205938,,,,,,,,
